Student_ID,Age,Major,Primary_AI_Tool,Task_Frequency_Daily,Main_Usage_Case,GPA_Baseline,GPA_Post_AI,Time_Saved_Hours_Weekly,AI_Ethics_Concern,Career_Confidence_Score
STU-7005,20,Modern History,GitHub Copilot,6,Code Debugging,2.55,2.75,2,Medium,4
STU-4593,21,Software Engineering,GitHub Copilot,10,Brainstorming,3.24,3.14,6,Medium,8
STU-8560,24,Data Science,ChatGPT-4o,2,Brainstorming,3.36,3.46,11,High,1
STU-4144,20,Software Engineering,Claude 3.5,8,Code Debugging,3.6,3.7,12,High,7
STU-0989,23,Biology,GitHub Copilot,9,Literature Review,3.67,3.9699999999999998,2,High,4
STU-4804,23,Data Science,Perplexity,3,Brainstorming,3.71,3.81,13,High,9
STU-6524,23,Business Administration,Gemini Pro,7,Code Debugging,3.65,3.75,8,High,4
STU-0237,20,Modern History,Claude 3.5,1,Essay Drafting,3.49,3.39,8,Low,5
STU-9129,23,Fine Arts,ChatGPT-4o,3,Essay Drafting,3.89,3.89,8,Low,2
STU-4999,25,Software Engineering,GitHub Copilot,3,Brainstorming,3.53,3.53,6,High,5
STU-8348,20,Biology,Perplexity,4,Code Debugging,2.97,2.87,5,Medium,6
STU-0010,19,Data Science,Gemini Pro,4,Code Debugging,3.88,4.0,15,High,4
STU-4915,20,Biology,Claude 3.5,3,Exam Prep,2.55,2.8499999999999996,6,Medium,3
STU-0866,23,Fine Arts,GitHub Copilot,7,Code Debugging,3.6,3.8000000000000003,15,Medium,3
STU-4535,18,Software Engineering,Gemini Pro,2,Brainstorming,3.73,3.93,9,Medium,5
STU-4908,24,Software Engineering,GitHub Copilot,9,Essay Drafting,3.14,3.44,6,Medium,9
STU-2710,25,Modern History,Gemini Pro,2,Essay Drafting,2.74,2.74,6,Low,1
STU-5328,20,Fine Arts,Gemini Pro,5,Code Debugging,3.36,3.56,14,High,3
STU-2711,21,Modern History,GitHub Copilot,4,Brainstorming,3.35,3.5500000000000003,7,Medium,7
STU-4888,21,Biology,GitHub Copilot,3,Essay Drafting,3.59,3.8899999999999997,13,Medium,7
STU-0180,23,Software Engineering,GitHub Copilot,8,Code Debugging,3.2,3.4000000000000004,7,Low,2
STU-4392,23,Fine Arts,Perplexity,6,Brainstorming,3.99,4.0,15,Low,7
STU-4702,23,Data Science,Gemini Pro,4,Exam Prep,3.53,3.4299999999999997,3,Medium,8
